Earliest Date,Latest Date,Availability,Machine_id,Equipment Type,First Equipment Type
2025-09-08 00:00:00,2025-09-13 00:00:00,79%,FL0098,FL,FL
2025-09-08 00:00:00,2025-09-13 00:00:00,100%,FL0107,FL,FL
2025-09-08 00:00:00,2025-09-13 00:00:00,88%,FL0108,FL,FL
2025-09-08 00:00:00,2025-09-13 00:00:00,80%,FL0112,FL,FL
2025-09-08 00:00:00,2025-09-13 00:00:00,97%,FL0113,FL,FL
