Earliest Date,Latest Date,Availability,Machine_id,Equipment Type,First Equipment Type
2025-09-08 00:00:00,2025-09-13 00:00:00,99%,DT0146,DT,DT
2025-09-08 00:00:00,2025-09-13 00:00:00,99%,DT0147,DT,DT
2025-09-08 00:00:00,2025-09-13 00:00:00,100%,DT0149,DT,DT
2025-09-08 00:00:00,2025-09-13 00:00:00,3%,DT0150,DT,DT
2025-09-08 00:00:00,2025-09-13 00:00:00,94%,DT0162,DT,DT
2025-09-08 00:00:00,2025-09-13 00:00:00,100%,DT0163,DT,DT
2025-09-08 00:00:00,2025-09-13 00:00:00,88%,DT0171,DT,DT
