Earliest Date,Latest Date,Availability,Machine_id,Equipment Type,First Equipment Type
2025-09-01 00:00:00,2025-09-06 00:00:00,100%,FL0098,FL,FL
2025-09-01 00:00:00,2025-09-06 00:00:00,100%,FL0099,FL,FL
2025-09-01 00:00:00,2025-09-06 00:00:00,98%,FL0107,FL,FL
2025-09-01 00:00:00,2025-09-06 00:00:00,70%,FL0108,FL,FL
2025-09-01 00:00:00,2025-09-06 00:00:00,81%,FL0112,FL,FL
2025-09-01 00:00:00,2025-09-06 00:00:00,99%,FL0113,FL,FL
