Earliest Date,Latest Date,Availability,Machine_id,Equipment Type,First Equipment Type
2025-09-01 00:00:00,2025-09-06 00:00:00,100%,DT0146,DT,DT
2025-09-01 00:00:00,2025-09-06 00:00:00,94%,DT0147,DT,DT
2025-09-01 00:00:00,2025-09-06 00:00:00,84%,DT0149,DT,DT
2025-09-01 00:00:00,2025-09-06 00:00:00,29%,DT0150,DT,DT
2025-09-01 00:00:00,2025-09-06 00:00:00,100%,DT0162,DT,DT
2025-09-01 00:00:00,2025-09-06 00:00:00,79%,DT0163,DT,DT
2025-09-01 00:00:00,2025-09-06 00:00:00,42%,DT0171,DT,DT
