Equipment,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Weekly Average,Target
Average Feed Rate t/h,679.92%,0.00%,563.09%,631.36%,682.88%,683.81%,670.64%,558.81%,523.00%
