Earliest Date,Latest Date,Availability,Machine_id,Equipment Type,First Equipment Type
2025-08-25 00:00:00,2025-08-30 00:00:00,100%,FL0098,FL,FL
2025-08-25 00:00:00,2025-08-30 00:00:00,98%,FL0099,FL,FL
2025-08-25 00:00:00,2025-08-30 00:00:00,94%,FL0107,FL,FL
2025-08-25 00:00:00,2025-08-30 00:00:00,61%,FL0108,FL,FL
2025-08-25 00:00:00,2025-08-30 00:00:00,51%,FL0112,FL,FL
2025-08-25 00:00:00,2025-08-30 00:00:00,99%,FL0113,FL,FL
