Earliest Date,Latest Date,Availability,Machine_id,Equipment Type,First Equipment Type
2025-09-15 00:00:00,2025-09-20 00:00:00,96%,FL0098,FL,FL
2025-09-15 00:00:00,2025-09-20 00:00:00,95%,FL0107,FL,FL
2025-09-15 00:00:00,2025-09-20 00:00:00,99%,FL0108,FL,FL
2025-09-15 00:00:00,2025-09-20 00:00:00,100%,FL0112,FL,FL
2025-09-15 00:00:00,2025-09-20 00:00:00,100%,FL0113,FL,FL
