Equipment,Friday,Saturday,Sunday,Monday,Tuesday,Wednesday,Thursday,Weekly Average,Target
00:10:59,100.00%,100.00%,41.91%,100.00%,100.00%,65.80%,100.00%,100.00%,95.00%
