DTe,DT0146,90.00%
DTe,DT0147,92.88%
DTe,DT0149,98.97%
DTe,DT0150,66.49%
DTe,DT0162,71.29%
DTe,DT0163,96.13%
DTe,DT0171,0.00%
FLe,FL0098,100.00%
FLe,FL0099,100.00%
FLe,FL0107,97.08%
FLe,FL0108,99.62%
FLe,FL0112,97.76%
FLe,FL0113,69.13%
