Earliest Date,Latest Date,Availability,Machine_id,Equipment Type,First Equipment Type
2025-09-29 00:00:00,2025-10-04 00:00:00,99%,DT0146,DT,DT
2025-09-29 00:00:00,2025-10-04 00:00:00,33%,DT0147,DT,DT
2025-09-29 00:00:00,2025-10-04 00:00:00,93%,DT0149,DT,DT
2025-09-29 00:00:00,2025-10-04 00:00:00,93%,DT0150,DT,DT
2025-09-29 00:00:00,2025-10-04 00:00:00,96%,DT0162,DT,DT
2025-09-29 00:00:00,2025-10-04 00:00:00,92%,DT0163,DT,DT
2025-09-29 00:00:00,2025-10-04 00:00:00,99%,DT0171,DT,DT
