Earliest Date,Latest Date,Availability,Machine_id,Equipment Type,First Equipment Type
2025-09-15 00:00:00,2025-09-20 00:00:00,100%,DT0146,DT,DT
2025-09-15 00:00:00,2025-09-20 00:00:00,92%,DT0147,DT,DT
2025-09-15 00:00:00,2025-09-20 00:00:00,83%,DT0149,DT,DT
2025-09-15 00:00:00,2025-09-20 00:00:00,35%,DT0150,DT,DT
2025-09-15 00:00:00,2025-09-20 00:00:00,97%,DT0162,DT,DT
2025-09-15 00:00:00,2025-09-20 00:00:00,99%,DT0163,DT,DT
2025-09-15 00:00:00,2025-09-20 00:00:00,100%,DT0171,DT,DT
