DTe,DT0146,/Equipment/Breakdown Auto Electrical/Auto Electrical System - 24v/STRATA Breakdown,CAS System not working @70s MW,8.43
"satelite1 entrance tip, mw road",0.60
/Equipment/Operational Delays/Battery/Flat Battery,battery charging,2.43
CHANGE BATTERY.,9.83
CHARGE BATTERY,1.50
Charging,2.98
DT0147,/Equipment/Operational Delays/Battery,CHANGE BATTERY.,0.22
CHARGE BATTERY,6.67
/Equipment/Operational Delays/Battery/Flat Battery,CHARGING BATTERY.,3.03
DT0149,/Equipment/Breakdown Auto Electrical/Auto Electrical System - 24v/STRATA Breakdown,battery bay,4.65
Comms Lost@WS,2.50
Strata System faulty @ battery bay,27.48
/Equipment/Operational Delays/Battery,5.72
/Equipment/Operational Delays/Battery/Flat Battery,CHARGING BATTERY.,3.23
DT0150,/Equipment/Breakdown Auto Electrical/Auto Electrical System - 24v/STRATA Breakdown,CAS System not working@WS,5.47
/Equipment/Operational Delays/Battery,CHANGE BATTERY.,0.97
/Equipment/Operational Delays/Battery/Flat Battery,battery charging,4.03
CHARGE BATTERY.,1.30
Charging,1.07
CHARGING BATTERY.,2.37
CHARGING wshop,9.13
DT0162,/Equipment/Breakdown Electrical,warning light @ battery bay,0.72
/Equipment/Operational Delays/Battery,"battery not connecting @ R5,49s 59w",1.60
Charging,6.83
Swap battery,0.57
/Equipment/Operational Delays/Battery/Flat Battery,CHARGE BATTERY.,3.72
CHARGING BATTERY.,2.30
DT0163,/Equipment/Breakdown Auto Electrical/Auto Electrical System - 24v/STRATA Breakdown,Strata Breakdown comms lost (98s 1w mw,2.83
/Equipment/Operational Delays/Battery,CHANGE BATTERY.,1.95
/Equipment/Operational Delays/Battery/Flat Battery,battery charging,1.07
DT0171,/Equipment/Breakdown Electrical,RED WARNING LIGHT@BATTERY BAY.,5
/Equipment/Breakdown Mechanical,"HVIL Faulty @ mw,11w",1
/Equipment/Operational Delays/Battery,5.43
/Equipment/Operational Delays/Battery/Flat Battery,Charging,1.98
CHARGING BATTERY.,1.98
CHARGING BATTERY.(NOT CONNECTING),2.85
