Earliest Date,Latest Date,Availability,Machine_id,Equipment Type,First Equipment Type
2025-09-22 00:00:00,2025-09-27 00:00:00,99%,DT0146,DT,DT
2025-09-22 00:00:00,2025-09-27 00:00:00,99%,DT0147,DT,DT
2025-09-22 00:00:00,2025-09-27 00:00:00,85%,DT0149,DT,DT
2025-09-22 00:00:00,2025-09-27 00:00:00,75%,DT0150,DT,DT
2025-09-22 00:00:00,2025-09-27 00:00:00,91%,DT0162,DT,DT
2025-09-22 00:00:00,2025-09-27 00:00:00,84%,DT0163,DT,DT
2025-09-22 00:00:00,2025-09-27 00:00:00,76%,DT0171,DT,DT
